holder,district,address_street,address_building,square,contract,contract_day_start,contract_day_finish,contract_price
НАЦІОНАЛЬНИЙ МУЗЕЙ У ЛЬВОВІ ІМЕНІ АНДРЕЯ ШЕПТИЦЬКО,Галицький,Лесi Українки,10,1505.7,Г-10451-17,27.01.2017,27.01.2025,1 грн. за кв. м. в рік
НАЦІОНАЛЬНИЙ МУЗЕЙ У ЛЬВОВІ ІМЕНІ АНДРЕЯ ШЕПТИЦЬКО,Галицький,Листопадового Чину,7,148.7,Г-9634-15,18.06.2015,15.06.2018,1 грн. за кв. м. в рік
НАЦІОНАЛЬНИЙ МУЗЕЙ У ЛЬВОВІ ІМЕНІ АНДРЕЯ ШЕПТИЦЬКО,Галицький,Устияновича М.,10,124.5,Г-8892-13,13.12.2013,12.12.2016,1 грн. за кв. м. в рік
Національний науково-дослідний реставраційний Цент,Галицький,Лесi Українки,10,315.8,Г-10455-17,27.01.2017,26.01.2020,1 грн. за кв. м. в рік
"НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ""ЛЬВІВСЬКА ПОЛІТЕХНІКА""",Франківський,Коновальця Є.,4,767.4,Ф-8853-13,04.11.2013,31.10.2023,Безоплатне використ.
"НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ""ЛЬВІВСЬКА ПОЛІТЕХНІКА""",Личаківський,Личакiвська,2,1844.6,Л-7964-11,19.09.2011,15.09.2017,1 грн. за кв. м. в рік
Наш клуб ГО,Шевченківський,Мазепи I. гетьмана,11,62.1,Ш-9301-14,23.12.2014,19.12.2019,128.77
НДІПРОЕКТРЕКОНСТРУКЦІЯ ЛФ,Галицький,Дорошенка П.,8,641,Г-9247-14,11.11.2014,10.11.2017,15416.98
Не журись Львівський естрадний театр,Галицький,Староєврейська,24,46.4,6251(Д-16),05.01.2017,31.12.2019,4824.1
Неборачок С. П.,Франківський,Єфремова С. акад.,19,10.1,Ф-5901-7(Д-8),09.06.2008,19.12.2016,276.61
Некрасова В.П.,Галицький,Грушевського М.,10,31.5,Г-10392-16,28.12.2016,28.12.2021,252.15
Немира К. С.,Личаківський,Крип'якевича I. акад.,21,50,Л-9591-15,22.05.2015,21.05.2018,760.33
НЕРЕЙ-Л,Галицький,Святого Теодора пл.,3,82,Г-8509-12,04.12.2012,04.12.2017,4711.58
Нешенко О.О.,Галицький,Снопкiвська,32,33.9,Г-10306-16,30.11.2016,29.11.2019,196.06
НИВА,Шевченківський,Хмельницького Б.,83,75.3,Ш-9323-14,24.12.2014,23.12.2017,12221.28
Николин Василь Юрійович ФОП,Шевченківський,Окуневського Т.,1,66.3,Ш-10160-16,22.06.2016,22.06.2021,8969.55
Николин М. Г.,Галицький,Руставелi Ш.,24,13.1,Г-9885-15,27.10.2015,26.10.2018,178.1
Ніжність ТзОВ,Шевченківський,Кулiша П.,37,32.7,Ш-10035-16,31.03.2016,30.03.2019,2297.39
Ніжність ТзОВ,Шевченківський,Кулiша П.,39,36.7,Ш-9946-15,30.12.2015,29.12.2018,2439.91
НМЦЦ ЗАХИСТУ ТА БЕЗПЕКИ ЖИТТЄДІЯЛЬНОСТІ ЛЬВІВСЬКОЇ,Залізничний,Городоцька,71,161.2,З-9944-15,18.01.2016,17.01.2019,1 грн. за кв. м. в рік
НМЦЦ ЗАХИСТУ ТА БЕЗПЕКИ ЖИТТЄДІЯЛЬНОСТІ ЛЬВІВСЬКОЇ,Шевченківський,Джерельна,25,176.8,Ш-9363-15,15.01.2015,14.01.2018,1 грн. за кв. м. в рік
НМЦЦ ЗАХИСТУ ТА БЕЗПЕКИ ЖИТТЄДІЯЛЬНОСТІ ЛЬВІВСЬКОЇ,Галицький,Словацького Ю.,14,600.8,Г-9362-15,15.01.2015,14.01.2018,1 грн. за кв. м. в рік
Новатор-Ремпроект ЛКП,Франківський,Чупринки Т. ген.,85,28.3,Ф-9774-15,08.09.2015,07.09.2018,1 грн. в рік
Новіков В. М.,Франківський,Чупринки Т. ген.,42,22.1,Ф-9828-15,25.09.2015,24.09.2018,304.54
Нога О.П.,Галицький,Новакiвського О.,1,19.3,Г-7274-9,28.08.2009,26.08.2015,482.01
Нуда Людмила Володимирівна ФОП,Сихівський,Вернадського В.,32,5.4,С-8974-14,14.03.2014,11.03.2019,95.51
"Об""єднання садівників-любителів та городників Льв",Франківський,Глибока,5,144.7,Ф-9517-15,31.03.2015,31.03.2020,6180.35
ОБЕРІГ ВОСА і СП,Галицький,Ярослава Мудрого,22,40.9,Г-10364-16,26.12.2016,25.12.2019,364.33
ОБ'ЄДНАННЯ ПЕРВИННИХ ПРОФСПІЛКОВИХ ОРГАНІЗАЦІЙ ПРА,Франківський,Бандери С.,47,52.7,Ф-10038-16,08.04.2016,05.04.2018,1522.68
Обіход М. М.,Франківський,Стрийська,62,39.4,Ф-9309-14,23.12.2014,22.12.2017,429.71
Обіход М. М.,Франківський,Стрийська,64,38.3,Ф-10180-16,05.07.2016,04.07.2019,411.97
ОБЛАСНИЙ БІБЛІОТЕЧНИЙ КОЛЕКТОР   ДКП,Личаківський,Лисенка М.,21,84.3,Л-7645-10,13.12.2010,13.12.2020,1 грн. в рік
"ОБЛАСНИЙ КОМУНАЛЬНИЙ ЗАКЛАД ЛОР ""ЛЬВІВСЬКИЙ ОБЛАСН",Франківський,Наукова,49,126.4,Ф-7993-11,31.10.2011,29.10.2014,1 грн. за кв. м. в рік
"ОБЛАСНИЙ КОМУНАЛЬНИЙ ЗАКЛАД ЛОР ""ЛЬВІВСЬКИЙ ОБЛАСН",Шевченківський,Хмельницького Б.,203,140.8,Ш-8964-14,20.02.2014,19.02.2017,1 грн. за кв. м. в рік
Обласний центр здоров'я,Личаківський,Левицького К.,14,118.2,Л-10293-16,28.11.2016,27.11.2019,1 грн. за кв. м. в рік
Обласний центр здоров'я,Личаківський,Левицького К.,16,44.4,Л-10294-16,28.11.2016,27.11.2019,1 грн. за кв. м. в рік
ОБНОВА-ГАРАНТ,Галицький,Яворського С.   пл.,2,45.3,Г-10056-16(Д-16),06.06.2016,19.04.2019,5749.26
Огоновська Я. М.,Шевченківський,Шолом-Алейхема Ш.,1,33.2,Ш-9146-14,28.08.2014,27.08.2017,369.28
ОДІЛОН НВП ЛЬВ ОБЛ ФОНДУ СОЦ ЗАХ ТА РЕАБІЛІТ ІНВАЛ,Галицький,Тарнавського М. ген.,46,25.5,Г-9694-15(Д-15),30.11.2015,09.07.2018,602.59
Озимок Ігор Григорович ФОП,Сихівський,Навроцького В.,23,6.2,С-9920-15,10.12.2015,09.12.2018,449.95
Озонові технології ПП,Сихівський,Червоної Калини,68,30.1,С-10239-16,24.11.2016,23.11.2019,353.86
Олейнiков Г.В.,Франківський,Чупринки Т. ген.,42,17.2,Ф-4257-6,14.04.2006,13.04.2007,516.44
Олексюк ПП,Сихівський,Скорини Ф.,8,86.9,С-9030-14,20.05.2014,15.05.2017,4316.49
Олеся магазин №21  Колективне торгове підприємство,Галицький,Франка I.,84,58.3,Г-9390-15,27.01.2015,26.01.2018,1 грн. в рік
Олешко С.О.,Галицький,Франка I.,66,37.7,Г-6232-8,22.05.2008,19.05.2017,476.77
Олімп ПЗ Навч.-вих. комплекс Дошк. навч. заклад,Залізничний,Грузинська,23,427.5,З-10461-17,03.02.2017,31.01.2032,1 грн. в рік освіта
Олімпія Львівська дитячо-юнацька спортивна школа,Шевченківський,Антоновича В.,66,85.3,Ф-10109-16,16.05.2016,15.05.2019,1 грн. в рік
Оліярник Р. І.,Личаківський,Пекарська,40,17.8,Л-9880-15,30.10.2015,25.10.2018,189.04
Омельченко Ірина Едуардівна ФОП,Залізничний,Виговського I.,32,4.5,З-9826-15,25.09.2015,24.09.2018,61.19
Онуфрик П.Т.,Франківський,Київська,36,33,Ф-9308-14,23.12.2014,22.12.2017,371.7
Опанащук М. О.,Галицький,Тарнавського М. ген.,88,37.5,Г-10291-16,28.11.2016,27.11.2019,286.93
ОПТИКА N 9,Шевченківський,Мазепи I. гетьмана,26,71.7,Ш-0674,25.03.2002,08.09.2019,1907.59
ОРИСЯ,Личаківський,Пасiчна,75,99.6,Л-4335-6/дод,25.05.2007,12.05.2015,2403.03
Ортодент ПП,Галицький,Замкнена,6,110,Г-9883-15(Д-16),22.11.2016,26.10.2018,1266.94
Осадчук А. І.,Залізничний,Шараневича I.,8,32.6,З-10123-16,25.05.2016,25.05.2021,403.97
ОСВІТА ДСВ,Галицький,Стефаника В.,11,260,6768,02.07.1998,  Безтерміновий  ,Річна
Оселя Спільнота взаємодопомоги ЛМГО,Сихівський,Угорська,2,536.3,С-8224-12,10.04.2012,10.04.2027,1 грн. в рік
Откович М.П.,Франківський,Тургенєва I.,10,45.5,2883,05.04.1994,29.12.2016,1.53
Павлеса Н.,Сихівський,Скрипника М.,2,30.8,С-0945,30.05.2002,30.05.2017,718.22
Павлик Р. Б.,Личаківський,Кармелюка У.,7,45.2,Л-9408-15,06.02.2015,05.02.2018,508.63
Павлюк М.М.,Франківський,Конотопська,23,53,433,21.05.1993,22.12.2018,71.99
Пайтак Олег Ігорович ФОП,Сихівський,Сихiвська,14,1.9,С-9823-15,24.09.2015,23.09.2018,36.95
ПАКОПАК,Франківський,Кастелiвка,42,70.8,Ф-10445-17,25.01.2017,24.01.2020,6267.78
Палайда Роман Михайлович ФОП,Шевченківський,Шевченка Т.,376,7.1,Ш-9453-15,27.02.2015,26.02.2018,117.81
Палата адвокатів Личаківського р-ну,Галицький,Соборна пл.,9,85.2,Г-10397-16,29.12.2016,28.12.2019,40790.48
Палітурник КП,Галицький,Руська,20,74.5,Г-9558-15,29.04.2015,21.05.2018,387.92
ПАН І ПАНІ,Залізничний,Городоцька,210,80.2,З-9359-15,13.01.2015,12.01.2018,3773.34
Паник Тетяна Миколаївна ФОП,Галицький,Болгарська,4,69.7,Г-9896-15,05.11.2015,04.11.2018,519.79
Пані Едя ТзОВ,Галицький,Дорошенка П.,34,38.4,Г-10404-16,29.12.2016,29.12.2021,9532.97
Панькевич О. В.,Шевченківський,Варшавська,64,8.1,Ш-8480-12,14.11.2012,22.08.2017,495.71
Панькевич Софія Олексіївна ФОП,Франківський,Городоцька,171,16.2,Ф-7127-9,13.04.2009,11.04.2018,189.47
Паньків А.Р,Шевченківський,Кушевича С.,12,16.5,Ш-8331-12,18.06.2012,11.06.2022,Безоплатне використ.
Паньчишин Б. Ю.,Галицький,Руданського С.,3,9.7,Г-10500-17,23.02.2017,22.02.2020,147.91
Парасюк І. В.,Франківський,Сахарова А. акад.,8,28.3,Ф-29-16суб,19.04.2016,09.07.2018,1053.46
ПАРКБУД ПП,Шевченківський,Замарстинiвська, 167а,101.9,Ш-9692-15,10.07.2015,09.07.2018,5666.53
Парубiй В.І.,Франківський,Бандери С.,37,33.7,Ф-9229-14,04.11.2014,30.10.2017,418.63
Пасiчник О.С.,Франківський,Коновальця Є.,94,21,Ф-0138,12.06.2001,13.06.2013,622.26
Патик Р.Г.,Галицький,Хмельницького Б.,19,36.5,3053(Д-16),16.06.2016,15.06.2019,552.78
Пач С. І.,Залізничний,Кропивницького М. пл,3,88.9,З-10231-16,21.11.2016,20.11.2019,1686.22
Пащак М. М.,Галицький,Братiв Рогатинцiв,26,48.6,Г-7933-11,05.08.2011,31.07.2016,295.54
Пеленська О.М.,Галицький,Коцюбинського М., 7а,26.5,201,28.04.1993,  Безтерміновий  ,66.71
Пенська А.М.,Галицький,Свободи просп.,49,132,Г-8106-12,19.01.2012,19.01.2017,2181.96
Перегінський Д. М.,Личаківський,Лисеницька,9,138,Л-5898-7,24.12.2007,23.12.2010,18992.89
Персея ТзОВ,Галицький,Шевченка Т. просп.,24,3.1,Г-8430-12,07.09.2012,11.10.2017,282.91
Перспектива Приватна середня загальноосвітня школа,Шевченківський,Липи Ю.,33,408.4,Ш-10236-16,23.11.2016,23.11.2021,1 грн. в рік освіта
